rating,net_payable,work_hours,leave_days,risk_score,promotion_recommendations,predicted_growth_years,mood_index
2,47372,510,4,0.71,0,1,0.4
1,42704,498,3,0.79,0,1,0.35
4,63447,497,2,0.77,1,2,0.93
2,58958,487,2,0.43,1,3,0.8
2,65965,489,4,0.63,0,4,0.63
2,30820,505,3,0.66,1,2,0.55
3,43601,509,2,0.31,1,3,0.78
5,44426,490,3,0.28,0,2,0.99
2,63288,504,3,0.62,1,2,0.74
3,44284,490,3,0.7,0,3,0.51
4,59614,497,2,0.79,1,2,0.94
1,55739,505,3,0.6,0,2,0.44
3,76446,484,4,0.65,0,5,0.87
1,49757,510,4,0.66,0,1,0.39
5,61133,493,2,0.36,0,1,0.91
2,34899,508,2,0.6,1,3,0.65
3,52647,490,4,0.46,1,3,0.8
1,24186,506,2,0.59,1,5,0.56
2,31183,481,2,0.65,0,1,0.53
1,63175,488,4,0.45,1,3,0.58
1,64609,503,3,0.41,0,2,0.46
1,67717,508,3,0.44,1,3,0.63
4,58181,499,3,0.74,0,5,0.88
3,38100,505,4,0.75,0,3,0.48
1,40134,493,3,0.43,1,1,0.68
3,27576,506,2,0.43,1,1,0.63
5,27946,483,3,0.67,0,1,0.71
5,27342,491,4,0.42,0,4,0.8
5,22270,500,4,0.48,1,4,0.96
5,74040,491,3,0.33,0,1,0.84
3,29470,509,2,0.28,1,1,0.72
5,20007,486,2,0.28,1,5,0.98
2,32526,493,2,0.69,0,4,0.51
2,65529,483,2,0.33,1,4,0.98
2,71953,505,2,0.56,1,4,0.83
5,31501,501,4,0.42,0,1,0.61
2,63624,492,3,0.32,0,4,0.63
4,65929,493,3,0.39,0,4,0.93
5,51690,494,4,0.41,0,4,0.87
5,63133,481,4,0.8,1,5,0.95
3,33957,508,2,0.4,0,1,0.47
3,77775,492,3,0.52,1,1,0.84
1,37303,485,4,0.25,1,2,0.65
4,28932,503,4,0.45,0,4,0.8
2,48090,486,3,0.27,0,2,0.54
2,35423,508,4,0.48,0,1,0.4
3,65930,504,2,0.52,1,3,0.87
1,37442,502,3,0.56,0,1,0.46
2,66313,499,2,0.58,1,2,0.71
1,35211,497,3,0.48,0,3,0.35
2,46738,485,3,0.63,1,4,0.77
3,32523,488,2,0.43,1,1,0.84
1,56273,496,2,0.53,1,2,0.73
1,21206,508,3,0.61,0,3,0.16
1,38385,485,2,0.67,0,3,0.33
2,76691,507,2,0.4,0,1,0.72
3,79118,487,3,0.42,0,1,0.64
5,50380,494,3,0.29,0,1,0.92
3,25325,487,4,0.34,1,1,0.68
1,61667,487,2,0.44,0,5,0.62
3,75233,487,4,0.3,0,1,0.58
1,23943,483,4,0.32,1,1,0.66
4,27814,486,2,0.7,1,3,0.92
4,44811,494,3,0.41,0,1,0.63
4,69481,480,4,0.52,1,3,1.0
1,27546,493,4,0.27,1,3,0.57
4,55288,498,3,0.56,0,4,0.82
5,39652,499,2,0.59,0,4,0.83
1,76863,498,4,0.8,0,4,0.37
3,53318,490,2,0.48,1,3,0.96
2,26154,496,3,0.79,0,2,0.35
1,30351,499,2,0.39,1,2,0.61
5,29607,500,3,0.39,0,3,0.92
1,32906,491,3,0.41,1,1,0.7
2,30343,497,4,0.68,0,3,0.25
3,59746,506,2,0.6,1,3,0.9
1,31091,483,2,0.77,1,4,0.63
2,50350,492,2,0.33,1,1,0.82
1,29013,503,3,0.72,1,1,0.6
3,25883,482,3,0.55,1,4,0.95
3,20633,506,4,0.41,1,1,0.58
2,51744,494,2,0.43,1,1,0.81
4,30337,484,2,0.58,0,4,0.9
4,29983,493,4,0.42,1,1,0.77
4,41393,502,2,0.68,0,3,0.81
4,34948,484,2,0.58,0,5,0.85
4,29730,496,2,0.8,0,1,0.5
2,38241,506,2,0.53,1,3,0.6
4,58733,492,4,0.71,0,3,0.83
2,45144,508,2,0.3,0,5,0.68
1,66127,485,3,0.61,1,1,0.76
1,33041,491,2,0.68,1,1,0.72
4,46839,506,2,0.8,1,3,1.0
1,48699,487,3,0.42,0,4,0.53
1,38299,505,4,0.61,1,4,0.5
3,57350,487,4,0.31,0,4,0.73
1,48307,493,2,0.35,1,5,0.66
2,64400,483,4,0.5,1,1,0.77
1,29551,495,3,0.26,0,5,0.48
1,58965,491,2,0.39,0,5,0.6
2,58716,490,3,0.26,0,4,0.69
1,64117,488,4,0.38,0,4,0.45
4,20388,501,4,0.3,0,5,0.67
5,76121,485,3,0.6,0,3,0.98
3,28989,510,3,0.26,0,4,0.71
4,56025,495,3,0.68,0,1,0.59
3,26961,504,4,0.77,0,1,0.32
2,60821,493,2,0.77,1,3,0.69
1,75006,500,3,0.33,0,3,0.54
1,25756,488,3,0.36,1,4,0.53
4,42072,486,2,0.36,1,5,1.0
3,33444,483,4,0.79,0,4,0.64
1,33713,495,2,0.34,0,5,0.45
3,58231,500,3,0.5,1,4,0.93
1,66357,499,2,0.53,1,2,0.74
3,29340,502,3,0.37,1,2,0.67
2,47437,501,4,0.38,1,2,0.6
2,45763,490,3,0.78,1,3,0.64
3,75196,503,2,0.73,0,2,0.66
2,63491,506,2,0.66,0,2,0.52
3,30052,480,3,0.59,0,5,0.73
4,78606,510,2,0.62,1,2,1.0
1,79315,510,2,0.4,1,5,0.85
5,29970,510,4,0.34,0,1,0.74
2,23275,482,3,0.67,1,3,0.52
2,71213,491,4,0.57,1,1,0.78
4,65303,490,2,0.66,0,3,0.91
4,38858,498,4,0.33,1,3,0.92
4,31871,509,3,0.55,1,2,0.76
2,40509,487,3,0.5,0,4,0.62
1,23053,501,2,0.51,0,2,0.49
3,35831,486,4,0.48,0,5,0.73
4,35595,504,2,0.37,0,5,0.78
5,32567,503,3,0.34,0,3,0.9
3,25226,504,2,0.78,0,4,0.72
5,76011,508,2,0.45,0,5,0.9
5,78782,505,4,0.65,1,1,0.94
1,63765,481,2,0.39,0,2,0.67
1,33137,480,3,0.64,1,3,0.65
4,47764,481,3,0.46,0,1,0.63
2,54772,491,4,0.29,0,5,0.73
3,78072,490,2,0.54,1,2,0.97
2,48948,496,2,0.44,0,3,0.55
4,21484,502,4,0.45,1,4,0.93
4,28081,500,4,0.26,0,1,0.47
3,72126,490,4,0.27,1,3,0.86
1,23476,507,3,0.4,0,3,0.25
5,74507,500,4,0.61,0,4,0.94
3,37687,487,3,0.46,1,1,0.65
3,71141,506,3,0.32,0,1,0.68
1,27167,508,4,0.5,0,2,0.29
3,28070,494,2,0.48,1,3,0.81
3,24703,493,4,0.65,0,2,0.46
1,55531,505,4,0.73,0,2,0.43
2,27876,486,2,0.63,0,3,0.48
1,39498,499,4,0.41,1,1,0.71
2,51560,501,4,0.27,0,4,0.47
4,53416,480,4,0.69,0,4,0.83
3,73132,482,4,0.26,1,2,0.81
3,33269,503,3,0.59,1,5,1.0
2,55545,490,4,0.73,0,1,0.52
2,63120,483,2,0.54,1,4,0.86
2,33565,495,2,0.28,0,1,0.7
1,66486,510,4,0.27,1,4,0.56
5,23139,486,2,0.69,0,3,0.89
1,79799,493,2,0.8,1,1,0.8
2,26048,497,4,0.73,1,3,0.51
3,54758,503,4,0.44,1,2,0.64
5,52923,486,2,0.76,0,5,0.91
3,64656,509,4,0.74,0,4,0.65
3,29630,480,3,0.53,1,2,0.7
1,54505,508,3,0.46,0,4,0.44
2,65927,504,2,0.54,0,1,0.54
1,65279,492,4,0.41,0,3,0.36
5,31019,491,4,0.75,0,4,0.82
1,53736,502,2,0.42,0,4,0.41
5,28704,481,3,0.39,0,1,0.85
5,65291,505,4,0.72,0,1,0.69
4,54645,484,3,0.63,0,1,0.66
2,47132,482,4,0.69,1,3,0.52
3,56525,495,4,0.67,0,5,0.69
4,40924,500,4,0.39,1,5,0.91
3,71106,508,2,0.48,0,1,0.68
4,75408,491,4,0.79,0,3,0.83
1,20986,488,3,0.27,1,1,0.67
3,68358,492,2,0.35,1,5,1.0
1,76409,480,3,0.3,0,4,0.49
2,69484,484,3,0.8,0,1,0.57
1,55898,507,2,0.3,0,4,0.48
4,46838,498,3,0.59,0,4,0.86
3,56730,488,3,0.61,1,3,0.79
3,61723,481,2,0.38,1,1,0.92
1,50244,500,4,0.62,1,2,0.63
3,20234,482,3,0.39,0,2,0.54
3,20138,500,2,0.31,0,4,0.78
4,31605,490,4,0.44,0,2,0.61
2,25479,482,2,0.48,1,5,0.83
4,70280,483,4,0.33,0,4,0.96
2,52090,485,3,0.5,0,5,0.57
5,61759,507,2,0.58,1,5,1.0
5,42217,495,4,0.52,1,2,1.0
3,41503,497,4,0.57,1,2,0.68
1,48920,508,3,0.49,0,3,0.41
3,76203,485,4,0.78,1,3,0.73
3,42957,488,2,0.28,0,1,0.71
3,49887,491,3,0.78,0,2,0.5
2,23663,498,2,0.79,1,3,0.45
2,40885,497,3,0.34,1,1,0.77
3,34470,495,4,0.62,0,1,0.47
2,41563,504,2,0.33,0,3,0.49
2,56532,485,4,0.59,1,2,0.68
2,27745,480,3,0.57,1,3,0.7
3,55596,485,4,0.36,1,2,0.86
3,76514,500,3,0.56,1,1,0.77
2,62309,502,3,0.71,1,5,0.82
3,68106,482,2,0.66,0,4,0.93
4,42847,494,2,0.73,0,1,0.62
1,75051,486,4,0.3,1,5,0.78
2,51577,498,3,0.8,1,4,0.65
2,24203,506,2,0.59,1,1,0.69
1,55525,501,3,0.31,1,2,0.65
3,31483,497,4,0.66,1,5,0.75
5,64479,501,2,0.3,0,5,0.92
2,62101,493,4,0.27,1,3,0.73
1,78814,498,4,0.63,1,4,0.59
4,20609,493,4,0.55,1,4,0.99
4,63098,500,4,0.66,0,3,0.74
2,59364,505,4,0.46,0,2,0.55
2,30934,510,4,0.5,1,3,0.55
5,61322,507,4,0.37,0,5,0.84
1,69193,491,4,0.64,1,2,0.63
4,71921,496,2,0.47,0,2,0.87
2,66850,489,2,0.44,1,5,0.98
2,43338,505,3,0.34,0,5,0.63
5,48679,502,3,0.45,0,5,0.96
2,46410,504,2,0.49,0,4,0.58
2,34223,499,4,0.56,0,1,0.43
2,58586,503,4,0.38,1,4,0.67
1,37014,496,4,0.79,0,2,0.38
3,35459,482,4,0.47,0,4,0.73
2,28878,480,3,0.66,0,4,0.46
1,20399,500,2,0.75,1,1,0.6
2,69863,492,4,0.72,0,3,0.32
2,79227,503,3,0.78,0,3,0.52
1,42794,500,4,0.62,1,4,0.41
2,66526,498,2,0.66,0,2,0.56
4,21194,481,4,0.63,0,2,0.54
2,21990,503,2,0.46,1,1,0.69
1,36524,510,4,0.37,0,1,0.41
2,51225,504,4,0.57,1,1,0.66
3,73359,485,4,0.49,0,3,0.76
4,62513,495,4,0.59,1,2,0.86
1,68972,486,3,0.3,0,3,0.54
3,20648,483,3,0.52,0,3,0.65
4,77742,483,4,0.48,0,1,0.69
1,56908,481,2,0.57,1,1,0.79
3,35500,490,4,0.61,0,2,0.42
4,28955,500,4,0.66,1,1,0.65
3,39501,498,3,0.38,0,3,0.54
3,58758,481,4,0.72,0,1,0.49
1,39054,497,2,0.49,1,5,0.6
1,43261,508,3,0.34,1,4,0.57
4,56140,488,3,0.63,1,5,1.0
3,76627,492,4,0.49,1,2,0.83
5,40881,486,3,0.74,0,4,0.87
2,52214,481,4,0.27,0,4,0.67
3,64601,492,4,0.77,1,4,0.89
4,51404,501,3,0.6,1,2,0.83
2,67512,488,4,0.31,1,4,0.77
1,28606,502,2,0.44,0,1,0.39
5,45532,486,4,0.75,1,1,0.89
3,72790,497,2,0.75,1,3,0.93
2,76397,492,4,0.67,1,1,0.81
3,62405,486,4,0.79,0,5,0.79
2,62699,485,4,0.33,0,4,0.59
2,59043,487,4,0.43,0,2,0.46
3,31049,485,2,0.29,0,4,0.79
3,26004,495,2,0.8,0,5,0.77
4,46280,493,3,0.55,0,5,0.84
4,36320,486,3,0.68,1,3,1.0
5,60024,490,4,0.79,0,2,0.92
3,23580,481,3,0.57,1,3,0.79
1,52787,484,2,0.47,0,1,0.5
5,43192,483,3,0.4,0,1,0.81
3,42768,482,2,0.69,0,1,0.62
3,59381,486,3,0.66,1,2,0.7
4,39215,484,4,0.29,1,2,0.93
3,24567,486,2,0.28,0,2,0.59
3,59195,494,3,0.61,1,2,0.72
2,36672,500,3,0.43,0,3,0.39
2,30932,505,3,0.78,1,3,0.51
1,62005,486,4,0.58,0,2,0.39
1,61710,492,3,0.47,1,5,0.72
2,75012,506,4,0.54,0,4,0.43
5,29716,496,4,0.3,0,5,0.79
4,31735,496,2,0.43,0,4,0.83
1,59741,499,4,0.68,1,3,0.5
3,51054,509,2,0.46,0,1,0.65
1,77131,490,2,0.64,1,1,0.85
4,27906,485,3,0.3,0,5,0.87
1,55285,509,2,0.28,0,4,0.42
3,37210,488,2,0.43,0,1,0.58
4,42140,493,2,0.68,0,3,0.9
3,25209,505,3,0.78,0,4,0.58
1,23882,491,4,0.77,0,4,0.18
4,71818,480,4,0.26,0,3,0.95
4,51721,485,3,0.77,0,4,0.85
1,23611,500,3,0.65,0,3,0.26
4,66223,481,4,0.65,1,5,1.0
2,34669,497,2,0.59,0,5,0.6
4,54851,506,2,0.76,0,5,0.85
1,35750,490,4,0.67,1,1,0.57
3,32052,498,3,0.74,0,5,0.64
3,44960,490,3,0.25,0,1,0.57
4,47513,501,3,0.58,1,4,0.98
1,35959,491,3,0.77,0,2,0.3
2,44254,502,3,0.79,1,4,0.59
4,66455,481,2,0.32,0,1,0.86
5,45508,499,3,0.76,1,1,0.99
4,35435,505,2,0.51,0,2,0.67
5,32686,499,4,0.78,1,3,0.89
1,71084,500,4,0.57,1,2,0.56
1,67028,491,2,0.56,0,2,0.55
1,30853,485,4,0.75,0,2,0.31
3,40297,487,3,0.44,1,4,0.94
1,22409,493,4,0.72,0,1,0.3
2,44292,481,3,0.28,0,3,0.57
4,27480,496,2,0.58,1,2,0.86
1,55766,507,3,0.29,1,5,0.66
2,72290,493,3,0.4,0,5,0.72
3,22905,499,4,0.51,0,2,0.47
3,48469,506,4,0.33,1,3,0.82
3,22224,494,4,0.66,0,4,0.58
3,51572,499,2,0.68,0,4,0.81
1,73820,492,2,0.68,0,2,0.55
1,68295,494,3,0.34,1,4,0.7
2,64235,492,2,0.58,1,5,0.94
1,45092,496,3,0.28,0,3,0.42
2,78105,483,4,0.75,1,1,0.72
2,52152,480,4,0.73,1,2,0.68
1,40184,491,4,0.51,1,4,0.58
4,51563,497,2,0.35,0,1,0.78
1,48848,504,4,0.56,1,1,0.61
2,43680,501,4,0.46,1,5,0.84
4,47842,508,4,0.69,1,5,0.9
4,35465,485,4,0.46,1,5,1.0
4,76165,494,3,0.68,0,2,0.74
5,22662,505,3,0.31,1,5,0.94
3,41343,483,2,0.7,0,2,0.48
3,48559,505,4,0.67,1,5,0.87
2,30774,482,3,0.78,1,3,0.59
2,62900,509,4,0.42,1,3,0.62
1,66545,501,2,0.42,1,1,0.89
2,62518,498,4,0.46,0,1,0.6
4,40628,503,2,0.62,0,1,0.58
5,47119,509,4,0.51,0,2,0.83
2,66722,480,2,0.62,0,3,0.64
3,51217,503,4,0.71,1,1,0.6
3,22369,501,3,0.67,0,5,0.62
4,38823,504,3,0.61,0,5,0.8
4,47276,508,4,0.36,0,4,0.81
1,29465,500,2,0.33,1,1,0.77
3,32771,484,2,0.53,0,2,0.51
5,21856,484,4,0.36,1,5,0.99
1,37777,507,3,0.26,1,5,0.61
3,65230,509,4,0.61,1,3,0.72
2,40879,498,3,0.76,1,4,0.55
1,26024,496,3,0.7,1,2,0.57
1,21274,482,2,0.73,0,5,0.4
2,63185,503,2,0.75,1,4,0.8
3,44232,510,2,0.45,0,1,0.56
4,54190,503,3,0.7,0,5,0.69
3,38602,501,4,0.69,0,5,0.7
2,44782,484,2,0.77,1,1,0.75
5,47591,492,4,0.67,0,2,0.84
4,43038,504,3,0.4,1,4,0.97
2,28085,486,4,0.4,0,4,0.47
3,29595,502,3,0.51,0,2,0.42
1,67852,484,2,0.75,0,2,0.52
4,67214,482,2,0.37,0,1,0.84
2,78132,503,3,0.77,0,2,0.51
3,51920,494,3,0.62,1,1,0.78
3,34540,492,2,0.29,0,5,0.85
3,70813,507,4,0.79,0,4,0.73
4,68371,494,4,0.31,1,3,1.0
2,40748,506,2,0.7,0,1,0.43
2,79164,483,4,0.55,0,5,0.73
5,30765,484,4,0.58,0,5,0.64
2,22806,494,2,0.43,1,1,0.84
2,25369,491,4,0.51,1,2,0.5
3,27325,484,4,0.69,0,3,0.57
5,71312,487,3,0.61,0,4,1.0
4,25971,505,3,0.6,1,4,0.94
5,46287,487,3,0.75,1,1,0.96
1,56890,480,4,0.77,0,4,0.31
4,21356,487,4,0.71,1,2,0.7
2,37626,488,3,0.7,1,1,0.65
3,44221,496,3,0.73,1,2,0.61
2,45581,503,3,0.34,1,5,0.84
3,20007,490,4,0.54,1,3,0.69
5,67280,485,3,0.45,0,2,0.98
2,46190,490,3,0.26,0,1,0.58
1,34393,483,3,0.67,0,1,0.5
2,77434,485,4,0.57,1,4,0.75
1,69827,502,4,0.29,0,2,0.45
4,66623,500,2,0.42,1,1,0.93
4,35579,504,3,0.31,0,2,0.68
2,33164,495,2,0.66,0,2,0.29
1,28647,484,3,0.46,0,1,0.45
1,22641,481,2,0.73,0,2,0.45
5,55596,485,3,0.28,0,4,0.94
3,65263,508,3,0.72,0,2,0.54
1,23767,493,4,0.54,0,1,0.38
1,37776,500,3,0.7,0,4,0.26
4,64124,495,3,0.36,1,1,0.88
5,58680,488,3,0.33,0,1,0.89
2,37219,484,2,0.25,1,1,0.8
5,32159,481,2,0.73,0,3,0.96
4,27493,508,2,0.34,1,4,0.98
1,32922,484,3,0.58,1,5,0.6
2,50412,490,2,0.6,0,4,0.64
1,27254,509,2,0.39,0,3,0.37
5,62995,499,4,0.43,1,3,1.0
2,63483,484,2,0.39,0,4,0.7
2,42437,509,4,0.5,1,1,0.49
4,51951,484,2,0.7,0,5,0.88
3,64890,483,2,0.77,0,5,0.92
4,20544,481,4,0.79,1,1,0.69
3,66741,500,3,0.37,0,4,0.76
2,32292,487,2,0.35,0,3,0.54
2,24926,495,4,0.73,0,1,0.34
4,45551,493,3,0.65,0,1,0.55
1,60021,488,3,0.53,0,2,0.51
1,59501,491,2,0.5,1,2,0.72
1,56782,506,2,0.34,0,1,0.55
1,53227,502,4,0.46,0,2,0.4
1,48021,508,2,0.79,0,4,0.36
1,32644,488,4,0.44,0,1,0.43
2,62392,499,3,0.67,0,4,0.57
1,74147,489,4,0.76,0,1,0.46
1,29452,502,3,0.77,0,1,0.33
3,47635,506,4,0.28,1,2,0.69
2,75568,492,2,0.33,1,2,0.83
5,28059,492,4,0.28,0,1,0.8
1,31209,507,2,0.36,1,4,0.65
1,20751,496,3,0.41,0,3,0.25
2,57224,500,4,0.61,1,4,0.72
5,50265,505,2,0.79,1,4,0.99
1,77562,501,2,0.37,1,5,0.84
2,72937,501,2,0.32,0,2,0.62
2,26037,481,4,0.65,0,1,0.38
2,38467,502,4,0.47,0,3,0.4
1,73134,501,4,0.29,0,3,0.43
3,35035,497,2,0.78,0,1,0.41
2,54429,504,4,0.35,1,3,0.6
2,22004,502,4,0.36,0,5,0.51
2,73618,497,3,0.59,1,4,0.8
3,59209,486,4,0.69,1,4,0.89
3,30388,509,3,0.77,1,5,0.73
4,56536,486,2,0.51,0,2,0.84
5,63360,488,3,0.64,0,4,0.93
3,66227,482,3,0.57,1,1,0.86
1,49594,507,3,0.61,1,3,0.49
5,78490,486,2,0.38,0,3,1.0
4,31247,505,4,0.61,0,2,0.57
3,33774,492,2,0.25,1,2,0.79
2,21953,491,4,0.54,1,4,0.55
3,48313,499,3,0.51,1,4,0.88
3,43130,510,3,0.67,0,2,0.4
2,23698,483,3,0.4,1,1,0.71
3,35402,500,3,0.6,0,4,0.62
3,75659,501,2,0.61,0,4,0.86
2,62794,507,3,0.76,1,2,0.69
4,42677,493,2,0.69,0,1,0.65
3,51113,503,3,0.49,0,5,0.76
2,49157,484,4,0.56,1,2,0.6
4,42700,482,2,0.54,0,3,0.76
2,79767,484,4,0.45,1,2,0.72
4,78973,488,4,0.61,0,5,0.94
1,20599,491,4,0.48,0,5,0.34
3,77264,482,4,0.77,0,2,0.58
4,39444,496,4,0.28,0,2,0.69
5,55382,505,2,0.7,0,3,0.89
4,71547,486,3,0.37,0,2,0.81
1,23494,510,4,0.7,0,3,0.14
2,68827,504,3,0.26,1,3,0.76
3,41484,494,4,0.59,1,2,0.61
2,66330,498,4,0.44,0,2,0.53
1,72501,507,2,0.74,0,5,0.51
1,34661,492,3,0.3,1,3,0.6
2,42739,509,2,0.67,1,5,0.78
3,49740,485,3,0.59,1,4,0.98
2,66602,498,4,0.57,0,4,0.56
3,20931,483,2,0.66,0,5,0.73
1,53205,483,4,0.67,0,4,0.43
4,28429,504,2,0.75,1,4,0.97
4,70163,487,4,0.3,0,2,0.71
3,64932,509,4,0.67,0,2,0.52
3,47958,510,2,0.8,1,4,0.83
5,31215,507,4,0.44,0,3,0.78
1,41498,488,3,0.47,1,2,0.62
2,43916,505,3,0.37,1,1,0.77
5,33162,502,3,0.4,1,1,0.97
3,38951,502,3,0.57,1,3,0.72
3,43156,498,2,0.36,0,4,0.66
3,22779,508,2,0.26,0,5,0.81
5,59734,491,4,0.73,0,5,0.69
3,29380,499,3,0.32,0,2,0.51
4,30708,507,4,0.72,0,4,0.76
3,58868,492,3,0.46,0,4,0.74
4,55576,508,3,0.6,1,3,0.89
4,59418,505,3,0.73,1,3,0.89
4,41232,494,3,0.48,1,5,0.92
5,31380,505,3,0.77,0,5,0.66
5,72427,488,3,0.76,0,4,0.87
1,32984,508,3,0.57,1,1,0.58
4,45256,493,4,0.47,1,1,0.62
1,69364,492,4,0.69,0,3,0.36
4,71599,507,2,0.74,0,1,0.65
3,72304,502,2,0.51,0,2,0.7
2,49804,508,4,0.71,1,2,0.61
1,30898,492,4,0.3,1,3,0.47
4,41249,481,4,0.6,1,2,0.87
1,62894,489,2,0.43,0,1,0.63
4,51040,506,2,0.48,1,5,1.0
4,41721,490,2,0.56,1,1,0.84
4,47527,510,2,0.38,1,2,0.95
1,53017,509,4,0.75,1,5,0.59
1,49204,506,3,0.5,1,2,0.59
5,60775,489,3,0.35,0,5,0.96
1,40356,487,4,0.59,0,3,0.3
2,25301,497,4,0.3,0,5,0.55
4,54457,500,2,0.37,0,2,0.81
4,51598,486,3,0.59,0,1,0.58
1,70044,490,2,0.45,1,5,0.76
4,43030,494,3,0.55,0,1,0.53
4,25266,483,2,0.77,1,1,0.83
2,50731,496,3,0.77,1,1,0.66
4,32525,501,2,0.43,0,3,0.75
5,75647,504,3,0.5,0,4,0.91
1,20356,485,2,0.33,1,3,0.63
4,27502,495,4,0.64,0,1,0.5
4,53813,483,2,0.31,0,2,0.91
1,60212,493,4,0.37,0,5,0.49
4,53524,494,2,0.3,0,1,0.69
5,25430,506,4,0.42,0,2,0.81
4,69150,509,3,0.47,0,3,0.81
4,75264,503,2,0.74,0,4,0.97
4,26728,486,3,0.29,0,2,0.69
4,33831,507,3,0.78,1,5,0.88
4,60420,510,4,0.35,1,3,0.93
1,49687,493,3,0.42,0,3,0.43
3,44099,481,4,0.7,0,5,0.72
1,56017,499,3,0.4,0,4,0.47
4,46273,505,3,0.52,0,3,0.77
2,37715,505,3,0.58,0,1,0.43
2,70904,485,4,0.76,0,5,0.7
4,66445,487,2,0.5,0,1,0.86
4,35024,490,2,0.5,0,2,0.73
2,39216,490,3,0.46,0,2,0.42
4,34654,509,2,0.67,1,2,0.79
2,51677,501,4,0.44,1,5,0.81
3,46984,498,2,0.27,1,4,0.95
3,38942,497,4,0.38,1,2,0.75
5,39501,502,3,0.45,0,3,0.95
5,23501,497,3,0.52,0,3,0.87
1,76498,496,2,0.46,0,3,0.52
1,70987,483,3,0.53,0,4,0.45
3,44165,506,3,0.72,1,3,0.75
4,47882,503,3,0.45,0,5,0.81
1,25915,502,4,0.79,1,2,0.47
1,61383,484,4,0.46,0,5,0.51
1,71479,481,2,0.4,0,1,0.71
3,51667,490,2,0.32,1,2,0.88
4,41916,508,2,0.75,0,4,0.86
1,38257,481,4,0.33,1,1,0.67
2,57942,498,3,0.76,0,2,0.45
4,65834,492,2,0.54,0,1,0.78
1,39780,498,2,0.79,1,1,0.56
3,51422,483,3,0.66,1,1,0.71
2,22200,484,3,0.68,0,1,0.44
3,35323,482,2,0.5,1,4,0.97
1,71120,497,2,0.32,1,2,0.86
4,70300,484,3,0.41,0,3,0.91
4,33080,499,4,0.64,1,4,0.85
2,21419,482,4,0.42,0,5,0.5
2,66141,501,2,0.7,0,4,0.6
5,27993,509,3,0.4,0,1,0.58
5,46513,510,3,0.69,1,5,0.95
5,23035,508,3,0.53,0,2,0.88
1,20243,508,3,0.49,0,1,0.38
1,32693,508,4,0.73,1,3,0.36
1,25582,486,3,0.46,1,5,0.53
2,44951,492,2,0.71,1,4,0.79
3,21895,510,4,0.69,0,4,0.49
2,71547,494,2,0.64,1,2,0.68
2,56579,495,2,0.67,1,3,0.7
4,62064,486,3,0.77,1,3,0.98
1,24410,502,3,0.47,0,3,0.26
4,20523,488,4,0.41,1,4,0.99
3,37587,508,2,0.42,0,1,0.5
1,45695,510,4,0.54,1,1,0.55
1,56077,498,2,0.76,1,5,0.65
2,62501,498,3,0.5,0,4,0.63
2,79289,500,2,0.62,0,5,0.81
4,39863,493,2,0.66,1,5,0.95
2,71721,481,4,0.68,1,4,0.82
3,43483,500,4,0.69,1,5,0.85
2,30776,498,3,0.69,1,3,0.51
4,52017,481,2,0.69,0,3,0.87
4,27466,505,4,0.29,0,5,0.75
4,73122,487,4,0.41,0,4,0.98
5,51221,490,3,0.36,0,5,0.93
3,35362,509,4,0.25,1,2,0.62
2,68235,508,2,0.37,1,5,0.99
5,25844,494,4,0.37,0,1,0.73
1,32523,497,2,0.64,0,5,0.4
1,75484,500,2,0.47,1,2,0.82
1,26128,506,2,0.72,1,2,0.59
4,30052,493,4,0.47,0,3,0.75
2,39478,493,3,0.58,0,3,0.46
1,31073,503,3,0.8,0,2,0.3
4,30850,481,4,0.52,0,5,0.73
5,47591,508,2,0.55,1,5,1.0
2,36994,501,3,0.74,0,2,0.41
5,70569,502,2,0.33,1,4,1.0
1,33420,495,4,0.79,1,3,0.38
3,46934,500,3,0.5,0,2,0.37
1,31637,491,2,0.66,1,1,0.68
3,23213,490,3,0.37,0,4,0.7
5,48563,502,4,0.66,0,5,0.82
5,58275,493,4,0.53,1,2,0.96
5,44341,509,3,0.39,1,5,0.98
2,67100,496,4,0.77,1,5,0.83
4,28088,502,3,0.68,1,3,0.94
4,46437,503,2,0.54,1,4,0.98
5,57170,495,3,0.7,0,5,0.82
4,27646,503,3,0.49,1,3,0.96
2,56105,501,4,0.69,1,1,0.61
2,23697,482,4,0.38,1,1,0.68
2,72084,497,2,0.56,1,3,0.84
2,67676,491,4,0.58,1,5,0.9
4,63368,506,3,0.46,0,2,0.7
2,21198,486,4,0.69,1,1,0.67
1,24853,505,3,0.49,1,5,0.56
4,23923,500,3,0.54,1,1,0.68
4,22773,510,3,0.5,0,5,0.69
5,27676,493,4,0.27,1,5,0.93
3,79895,505,2,0.59,1,1,0.88
5,65806,486,4,0.52,0,5,0.97
1,45112,497,4,0.31,0,1,0.55
4,23146,492,2,0.58,0,2,0.58
2,62740,503,2,0.71,1,5,0.95
2,22990,493,4,0.25,1,3,0.54
2,34615,505,2,0.38,0,5,0.65
2,62046,486,4,0.48,1,4,0.76
1,70031,489,2,0.46,1,3,0.77
3,45872,488,3,0.75,0,3,0.61
4,22069,498,3,0.52,0,5,0.82
2,40604,492,2,0.59,1,3,0.69
1,59737,494,4,0.5,1,3,0.55
4,34709,500,2,0.65,1,1,0.76
3,69508,504,2,0.79,0,4,0.78
3,59565,484,4,0.51,1,2,0.71
